5.897435897435897800e+01,9.282051282051281760e+01,4.683029333545805883e+01,7.608300307267363394e+01,6.558395164669303767e+01,3.663855238758682731e+01,4.629026737699406624e+01,3.401543944907289951e+00,3.035058259718940832e+01,2.433696948221902190e+01,6.480506505313007892e+01,5.107641668882170904e+01,9.128205128205128460e+01,8.396870648794993031e+01,5.487179487179488291e+01,9.128205128205128460e+01,8.000000000000000000e+00
4.775641025641025550e+01,4.294871794871794890e+01,6.216995515053666566e+01,4.839743589743589780e+01,6.975776771148156286e+01,3.671259420802044104e+01,6.322493462665812558e+01,2.180923605616999694e+01,5.564343012026808566e+01,7.395839664219290732e+00,6.745175205611846536e+01,1.121926426259955978e-01,8.379853809878834170e+01,1.033108425454615231e+00,9.999999999999998579e+01,2.884615384615384581e+00,2.000000000000000000e+00
4.141791044776119435e+01,5.335820895522388696e+01,5.174603161851769073e+01,6.405186349548884550e+01,6.483688334826500466e+01,8.476826341068363035e+01,7.351590461476507699e+01,9.387283033078220740e+01,6.576785298265433255e+01,7.061483335119011429e+01,5.761406708976862490e+01,4.749934304546856367e+01,5.057165760990415748e+01,2.401572700779886915e+01,4.664179104477612015e+01,0.000000000000000000e+00,1.000000000000000000e+00
5.490196078431372939e+01,9.313725490196078738e+01,5.637254901960784537e+01,8.557878828313246800e+01,5.588235294117647101e+01,6.397143179625106768e+01,5.884098097777204117e+01,4.260342990851109590e+01,7.286488790829255890e+01,3.215030529399513881e+01,7.569726879766571415e+01,4.247663373050104951e+01,7.058126520827727290e+01,2.152680693593818972e+01,6.862745098039215463e+01,1.953992523340275511e-14,4.000000000000000000e+00
3.378995433789954461e+01,6.712328767123287321e+01,4.339840860819874280e+01,8.268722817530159830e+01,5.370687365699575366e+01,1.000000000000000000e+02,5.009171046171789499e+01,8.022087762973227143e+01,4.567362003695266282e+01,6.032696267226535269e+01,4.172940525746087559e+01,4.034928457461890616e+01,4.018264840182648356e+01,2.005360210853422132e+01,4.292237442922374413e+01,0.000000000000000000e+00,1.000000000000000000e+00
9.241379310344827047e+01,8.965517241379311031e+01,8.626228118644857545e+01,8.902090187610376404e+01,6.685373278302895983e+01,6.673116316376952284e+01,5.020656134524378444e+01,4.231346858708553071e+01,4.089035555154487867e+01,1.453394323886966610e+01,6.065992735478867814e+01,0.000000000000000000e+00,7.915170341196024140e+01,1.450864659711866622e+01,5.103448275862071881e+01,1.793103448275862277e+01,6.000000000000000000e+00
4.666666666666666430e+01,6.047619047619047450e+01,4.811427109265175517e+01,4.340946532298799099e+01,5.996462733542628598e+01,2.103380394823495791e+01,8.932223562914646209e+01,2.157873284011500914e+01,9.677602770143160171e+01,4.286574920771194286e+01,8.366845924527714828e+01,5.863143955434819077e+01,7.935891252579648381e+01,2.954070237903356144e+01,7.952380952380951840e+01,2.486899575160350651e-14,4.000000000000000000e+00
1.926605504587156048e+01,3.211009174311926984e+01,2.111244104486045359e+01,4.870451850668371208e+01,2.764850833249272455e+01,8.673493513171376179e+00,6.846909711968558554e+01,4.739349280330732661e+00,9.652881935065309449e+01,3.555728974563447764e+01,8.860796269242371181e+01,7.496207369965969747e+01,4.693387955956433188e+01,7.547079953024774568e+01,1.926605504587156048e+01,4.495412844036697209e+01,0.000000000000000000e+00
1.343283582089552297e+01,8.917910447761194348e+01,1.265512572683651094e+01,5.089684796395464872e+01,5.083771616781330493e+01,3.860783387521048127e+01,4.098636585504376484e+01,1.038488373940108733e+00,7.624033231421364576e+00,1.740727168121891566e+01,4.942769128727732664e+00,6.128250245256926121e+01,2.570679842693522588e+01,9.401143130570410733e+01,6.902985074626863593e+01,1.000000000000000000e+02,5.000000000000000000e+00
4.431137724550897872e+01,9.820359281437124821e+01,1.808108290803772178e+01,7.293000759558951529e+01,1.351532981170173287e+00,3.642071392297808785e+01,2.002024389976239149e+01,7.784431137724551419e+00,5.805729730546971723e+01,1.939263349775781364e+01,7.719100322427559036e+01,5.345616950677951706e+01,5.817556829149533826e+01,8.697243546269558578e+01,2.095808383233532624e+01,8.502994011976048228e+01,0.000000000000000000e+00
3.587443946188340504e+01,8.878923766816143370e+01,1.618182138113140311e+01,9.836852939909164206e+01,2.103949231657912478e+00,7.564713414414555359e+01,3.071349984403489941e+01,7.216158739595692850e+01,4.798206278026906091e+01,8.338362389001001418e+01,4.836389066641859102e+01,5.250194322619359610e+01,4.080982254665224218e+01,2.494952338190253016e+01,1.031390134529148028e+01,2.556053811659192831e+01,9.000000000000000000e+00
