3.384615384615384670e+01,9.282051282051281760e+01,2.170208820725293108e+01,7.608300307267363394e+01,4.045574651848790637e+01,3.663855238758682020e+01,2.116206224878894204e+01,3.401543944907291284e+00,5.222377468984279680e+00,2.433696948221901479e+01,3.967685992492494762e+01,5.107641668882170194e+01,6.615384615384614619e+01,8.396870648794993031e+01,2.974358974358975161e+01,9.128205128205128460e+01,8.000000000000000000e+00
0.000000000000000000e+00,8.220858895705521263e+01,2.758911660716221093e+01,9.263803680981594368e+01,4.211302776676227211e+01,7.027195946565875317e+01,2.960846382525971165e+01,4.174528619340512847e+01,1.509662697867264747e+01,1.415645383580622685e+01,3.769905915036176225e+01,2.147491073577313392e-01,6.898861280258876150e+01,1.977483611913136929e+00,1.000000000000000000e+02,5.521472392638036908e+00,2.000000000000000000e+00
1.865671641791044610e+00,5.335820895522388696e+01,1.219379281254754588e+01,6.405186349548884550e+01,2.528464454229485980e+01,8.476826341068364457e+01,3.396366580879491437e+01,9.387283033078220740e+01,2.621561417668418059e+01,7.061483335119010007e+01,1.806182828379847649e+01,4.749934304546854946e+01,1.101941880393400197e+01,2.401572700779885494e+01,7.089552238805969964e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,9.313725490196078738e+01,1.470588235294117530e+00,8.557878828313246800e+01,9.803921568627450567e-01,6.397143179625106058e+01,3.939020193458313557e+00,4.260342990851108169e+01,1.796292712397884372e+01,3.215030529399514592e+01,2.079530801335198120e+01,4.247663373050103530e+01,1.567930442396355062e+01,2.152680693593816841e+01,1.372549019607843235e+01,0.000000000000000000e+00,4.000000000000000000e+00
4.566210045662100203e-01,6.712328767123287321e+01,1.006507527486541775e+01,8.268722817530161251e+01,2.037354032366242507e+01,1.000000000000000000e+02,1.675837712838456284e+01,8.022087762973225722e+01,1.234028670361932711e+01,6.032696267226534559e+01,8.396071924127541664e+00,4.034928457461889195e+01,6.849315068493150527e+00,2.005360210853421066e+01,9.589041095890410205e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.244755244755244661e+01,9.090909090909090651e+01,4.621000539884645519e+01,9.026594945479051546e+01,2.653000876600836122e+01,6.766446614508096502e+01,9.650009755666753009e+00,4.290526535054123514e+01,2.035073774406070957e-01,1.473721517228038635e+01,2.024957668842213820e+01,0.000000000000000000e+00,3.899997898415545450e+01,1.471156473134414888e+01,1.048951048951049003e+01,1.818181818181818343e+01,6.000000000000000000e+00
0.000000000000000000e+00,9.407407407407407618e+01,2.251829107087915283e+00,6.752583494687017662e+01,2.068571659584834777e+01,3.271925058614326076e+01,6.635310727496862171e+01,3.356691775129002053e+01,7.794789494296766463e+01,6.668005432310751246e+01,5.755834401117181898e+01,9.120446152898601611e+01,5.085460466975749938e+01,4.595220370071879756e+01,5.111111111111110716e+01,0.000000000000000000e+00,4.000000000000000000e+00
2.222222222222222321e+00,3.888888888888889284e+01,4.458400820997660219e+00,5.898658352476140010e+01,1.237430453601895053e+01,1.050456436595201026e+01,6.181257317828585229e+01,5.739878572844986593e+00,9.579601454690207163e+01,4.306382869193505059e+01,8.620297703860208571e+01,9.078740036958784287e+01,3.573103191102795506e+01,9.140352387552229629e+01,2.222222222222227650e+00,5.444444444444446418e+01,0.000000000000000000e+00
9.328358208955224384e+00,8.917910447761194348e+01,8.550648114896219454e+00,5.089684796395464872e+01,4.673323855587301523e+01,3.860783387521045995e+01,3.688188824310343250e+01,1.038488373940102072e+00,3.519555619481064213e+00,1.740727168121895119e+01,8.382915167874314122e-01,6.128250245256930384e+01,2.160232081499497170e+01,9.401143130570413575e+01,6.492537313432835333e+01,1.000000000000000000e+02,5.000000000000000000e+00
4.805194805194805241e+01,9.805194805194805951e+01,1.960740808858636086e+01,7.064487836664577003e+01,1.465623427632596343e+00,3.105363133206066806e+01,2.171026448870334491e+01,0.000000000000000000e+00,6.295823798710024732e+01,1.258811554626981533e+01,8.370712687307806732e+01,4.952714485475436135e+01,6.308649288753071716e+01,8.587270598876725103e+01,2.272727272727276926e+01,8.376623376623381034e+01,0.000000000000000000e+00
4.733727810650887591e+01,8.520710059171598516e+01,2.135234418930355460e+01,9.784723110057653628e+01,2.776217033489442265e+00,6.786574505410919755e+01,4.052728085928866619e+01,6.326647330945796455e+01,6.331360946745562046e+01,7.807424927498362877e+01,6.381744153024464339e+01,3.732504934580575195e+01,5.384964750238727049e+01,9.688977169483045104e-01,1.360946745562130111e+01,1.775147928994082802e+00,9.000000000000000000e+00
