-4.329057919635761920e+00,3.979460805947332425e-01,-6.193971799588693372e-03,-3.296052204650263828e-01,-8.348864148104742089e-01,-5.258647115462040667e-01,4.974397093287401539e+00,-1.184027780206381664e+00,-3.759032099024974816e-01,-3.914130835069529191e-03,1.337527800853913762e-01,4.700178371912416830e-01,1.446929488311537559e+00,-5.585125126488785341e+00,8.000000000000000000e+00
-5.446375869615777132e-01,-4.605511701175122319e-01,-9.471418463826466461e-01,-5.112061171940276427e-01,-2.531452216792986487e-01,-8.375513907568210570e-02,7.077771241008168346e-02,3.104255293072171185e-01,1.224260473533068883e+00,4.645423276681606706e-01,1.011067462948988804e-01,7.959965575942681837e-02,3.775974998791639670e-02,-8.437342841589123843e-02,2.000000000000000000e+00
7.127865143499599876e-01,1.018688145307762305e-01,7.232710105466333417e-03,7.298682363286568275e-03,-1.033930635793165465e-01,-2.765209236488233469e+00,-3.226642491854336825e-02,-1.368755095064089211e-02,-2.627822890332009997e-02,4.144064371894318199e-02,1.978204387122262098e-02,1.234719131452011176e-02,4.396995880741250140e-02,1.701418393014291208e-01,1.000000000000000000e+00
-2.727279175528559918e+00,5.947842455600316214e-05,4.862065763705558652e-02,4.269602914410075556e-02,1.115312959194945108e-01,1.599908804056262568e-01,4.448306950268299254e-01,1.411770271384670927e+00,6.839772671624478884e-01,-3.414154916240523363e+00,3.476848805764698458e-01,2.019432793862518949e-03,1.197765031144730763e-01,9.380233076021760041e-03,4.000000000000000000e+00
9.444623047530209536e-02,-3.130379608251931955e-02,4.074989437790410562e-02,-2.538179034391383926e+00,-2.784125424477783550e-01,-4.200402498998156986e-02,7.976597420013886719e-03,-1.177560253870391094e-03,3.936634077018386080e-03,6.843226006729574706e-02,5.589863883594103910e-02,6.140545074077130572e-02,8.761056814878909194e-02,1.755704456108944100e-01,1.000000000000000000e+00
-3.451819569193790294e+00,1.384208481285136294e-01,9.787117953176371898e-02,6.187873390523179751e-02,1.094226971988421226e-02,1.441839896046674951e-01,9.463688265800240806e-02,3.600154226279026481e-01,8.615409383597155690e-01,7.082508566838195962e-01,3.720552586562331787e-01,1.187422139069614690e+00,1.313559378156743174e+00,-5.874946570968386794e+00,6.000000000000000000e+00
-1.524108381292163417e+00,2.198080876816994600e-01,7.918346050977236317e-01,7.111169440771512029e-01,1.857370597766768716e-01,1.782892925355076819e-01,1.238730073224739492e+00,2.853126376853287738e-01,1.591425591701094433e-01,-4.454347658379710140e+00,8.212225158075869835e-01,8.273343060310556218e-02,5.705523113119137513e-02,5.090182872890292032e-02,4.000000000000000000e+00
1.687304963479127951e+00,-4.659965994260796052e+00,5.074042549248620748e-01,6.945279465426134058e-01,5.806247137294966443e-01,4.056459821387236597e-01,4.172684656700739736e-01,4.116418852001830775e-01,3.767469435708075132e-01,7.524200311504549710e-01,6.422713621996343214e-01,-5.872355487831958598e+00,3.132747511954736552e-01,5.398770440448736885e-01,0.000000000000000000e+00
1.281973469783579400e-01,1.458424901116673222e+00,-2.570805955943263332e-01,-8.600195149031597541e-01,-6.316027159868633500e-01,-1.002720686729695387e+00,5.697873937517860199e+00,-1.097110109366823183e+00,-9.266192162794695264e-02,0.000000000000000000e+00,-3.694418861368637952e-01,-7.909303382238244140e-01,-2.598326076673591611e-01,-1.660149863515333613e-01,5.000000000000000000e+00
3.684540239557674290e-01,9.230161374811984842e-02,2.077089129393812073e-01,2.279111614981563783e-01,8.516614636967522189e-01,7.645927047960299205e-01,3.794696224203862878e-01,3.173802115727560880e-01,3.761152463464629836e-01,4.577823780442621393e-01,4.849995251914804850e-01,4.955456372512927476e-01,5.059281616372750534e-01,-5.678063468872796449e+00,0.000000000000000000e+00
1.160440153278107678e+00,-5.718154038057539523e+00,6.483822953735909334e-01,1.236142263478804626e+00,7.414246212792402480e-01,3.688690585793142906e-01,4.157064094944623034e-01,-2.418488569759495554e+00,5.666897910351043066e-02,5.510476323825064249e-02,-5.770692095741969396e-02,-7.943547785014473117e-01,5.492972434151825567e+00,-3.732681033107754232e-02,9.000000000000000000e+00
8.319527406805964365e-01,-1.344280220620823751e-01,-1.650148106612556731e-01,-3.878007293775560527e-01,-5.093356918769538222e-01,5.103277941369809056e+00,-1.387578869771341150e+00,-3.181705059959456516e-01,-1.159134646321429152e-01,2.754943149779132128e-02,5.961660667487422849e-02,9.886797748788413998e-01,-5.020802724492375191e+00,4.966380439697157811e-01,8.000000000000000000e+00
-6.263669775647302984e+00,-1.174081843156793425e-02,8.701954276542487321e-01,1.664474997415865687e-01,3.380399101737541212e-01,2.114530531598433960e+00,-5.500098894881451095e-01,-3.886572209526703015e-01,-1.454733757011831941e+00,-4.907064775686209579e-01,-2.339718111921689214e-01,-2.754561461984379456e-01,6.070762861279205502e+00,-3.131505432618552742e+00,5.000000000000000000e+00
8.302240889303162952e-01,-5.794318542148499063e+00,4.891349440528034442e-01,6.344688265062146115e-01,1.122661517636237782e+00,7.516639567822187562e-01,3.349474485665346890e-01,3.184786961708802044e-01,-1.870654521671415438e+00,-7.781228551006846850e-02,-2.694067269635791462e-01,-7.130032750705450617e-01,-4.979815533019711360e-01,5.988335638893268253e+00,9.000000000000000000e+00
-6.745035050560455048e-01,-1.989800401778764605e-01,-3.371354865338944684e-01,-7.511480139025894509e-01,-3.405063995298567292e-01,-8.466926693102427848e-02,-5.320776288091266792e-02,-9.603822761878078040e-02,-4.970268656338312496e-01,4.879909023346760577e+00,-3.303923104749721951e-01,-1.792542167920075702e+00,-4.715858213203698579e-01,-3.311810684576857455e-02,7.000000000000000000e+00
-9.398453619567695982e-01,-5.073342961618931835e-01,-5.082203595092923409e-01,-1.592386333901640860e+00,-2.643230811017061033e-01,3.408354089473597526e-02,1.077164658742489678e+00,2.379620730903170278e-01,-4.805598595236096893e-01,-8.702727015828739532e-01,-5.006887356766802633e-01,5.874142404193287703e+00,-3.512239900264932935e-01,-9.521892766788895290e-01,3.000000000000000000e+00
-1.616881133182774377e+00,-8.779888444308784345e-01,-1.124640984156993762e+00,-5.034504210082730857e-01,-1.169542197397390737e-01,1.882009533831618953e+00,1.022688701195418326e-01,-4.017862298706263435e-01,-7.828448177600086932e-01,-7.583300292293189138e-01,-3.817087210528100627e-01,-2.782431910827303234e-01,6.025410071063359574e+00,-4.407809815754677452e-01,3.000000000000000000e+00
