2.836890153300895001e+00,-1.492167766334867141e+00,-1.094221685740133898e+00,-1.100415657539722591e+00,-1.430020878004748974e+00,-2.264907292815223183e+00,-2.790772004361427250e+00,2.183625088925974289e+00,9.995973087195925144e-01,6.236940988170950328e-01,6.197799679820255037e-01,7.535327480674168799e-01,1.223550585258658563e+00,2.670480073570196122e+00,-2.914645052918588775e+00,8.000000000000000000e+00
6.649063242908687110e-01,1.202687373292910256e-01,-3.402824327882211786e-01,-1.287424279170867880e+00,-1.798630396364895523e+00,-2.051775618044194172e+00,-2.135530757119876277e+00,-2.064753044709794594e+00,-1.754327515402577475e+00,-5.300670418695085928e-01,-6.552471420134790836e-02,3.558203209355097901e-02,1.151816878529778043e-01,1.529414378408942010e-01,6.856800942500296259e-02,2.000000000000000000e+00
1.846827896299076122e-01,8.974693039798675720e-01,9.993381185106438025e-01,1.006570828616110136e+00,1.013869510979396704e+00,9.104764474000801577e-01,-1.854732789088153311e+00,-1.886999214006696679e+00,-1.900686764957337571e+00,-1.926964993860657671e+00,-1.885524350141714489e+00,-1.865742306270491868e+00,-1.853395114955971756e+00,-1.809425156148559255e+00,-1.639283316847130134e+00,1.000000000000000000e+00
1.107802712672051548e+00,-1.619476462856508148e+00,-1.619416984431952145e+00,-1.570796326794896558e+00,-1.528100297650795802e+00,-1.416569001731301292e+00,-1.256578121325675035e+00,-8.117474262988451095e-01,6.000228450858259288e-01,1.284000112248273817e+00,-2.130154803992249324e+00,-1.782469923415779478e+00,-1.780450490621916959e+00,-1.660673987507443883e+00,-1.651293754431422123e+00,4.000000000000000000e+00
9.576606595646993680e-01,1.052106890040001463e+00,1.020803093957482144e+00,1.061552988335386249e+00,-1.476626046055997676e+00,-1.755038588503776031e+00,-1.797042613493757601e+00,-1.789066016073743715e+00,-1.790243576327614106e+00,-1.786306942250595720e+00,-1.717874682183299972e+00,-1.661976043347358933e+00,-1.600570592606587628e+00,-1.512960024457798536e+00,-1.337389578846904126e+00,1.000000000000000000e+00
9.558068265237558148e-01,-2.496012742670034701e+00,-2.357591894541521071e+00,-2.259720715009757352e+00,-2.197841981104525555e+00,-2.186899711384641343e+00,-2.042715721779973848e+00,-1.948078839121971439e+00,-1.588063416494068791e+00,-7.265224781343532223e-01,-1.827162145053367812e-02,3.537836372056994971e-01,1.541205776275314188e+00,2.854765154432057361e+00,-3.020181416536329433e+00,6.000000000000000000e+00
-3.396892942550915340e-01,-1.863797675547254951e+00,-1.643989587865555491e+00,-8.521549827678318589e-01,-1.410380386906807115e-01,4.469902108599616702e-02,2.229883136215038419e-01,1.461718386846243334e+00,1.747031024531572108e+00,1.906173583701681551e+00,-2.548174074678029033e+00,-1.726951558870442049e+00,-1.644218128267336487e+00,-1.587162897136145112e+00,-1.536261068407242192e+00,4.000000000000000000e+00
1.199423313966464955e+00,2.886728277445592905e+00,-1.773237716815202702e+00,-1.265833461890340628e+00,-5.713055153477272219e-01,9.319198381769420655e-03,4.149651805204930821e-01,8.322336461905670557e-01,1.243875531390750133e+00,1.620622474961557646e+00,2.373042506112012617e+00,3.015313868311646939e+00,-2.857041619520312103e+00,-2.543766868324838448e+00,-2.003889824279964760e+00,0.000000000000000000e+00
-1.711469108019490593e+00,-1.583271761041132653e+00,-1.248468599244595273e-01,-3.819274555187858744e-01,-1.241946970421945684e+00,-1.873549686408809034e+00,-2.876270373138504421e+00,2.821603564379355777e+00,1.724493455012532594e+00,1.631831533384585642e+00,1.631831533384585642e+00,1.262389647247721847e+00,4.714593090238973772e-01,2.116267013565382438e-01,4.561171500500488946e-02,5.000000000000000000e+00
-2.594468230762999372e+00,-2.226014206807231943e+00,-2.133712593059112095e+00,-1.926003680119730888e+00,-1.698092518621574509e+00,-8.464310549248222904e-01,-8.183835012879235593e-02,2.976312722915939180e-01,6.150114838643500059e-01,9.911267302108129895e-01,1.448909108255075129e+00,1.933908633446555614e+00,2.429454270697848361e+00,2.935382432335123415e+00,-2.742681036537673478e+00,0.000000000000000000e+00
1.938665402131893201e+00,3.099105555410000878e+00,-2.619048482647538201e+00,-1.970666187273947267e+00,-7.345239237951426414e-01,6.900697484097568363e-03,3.757697560634118417e-01,7.914761655578741451e-01,-1.627012404201621187e+00,-1.570343425098110757e+00,-1.515238661859860114e+00,-1.572945582817279808e+00,-2.367300361318727120e+00,3.125672072833098447e+00,3.088345262502020905e+00,9.000000000000000000e+00
-1.909163036447623307e+00,-1.077210295767026871e+00,-1.211638317829109246e+00,-1.376653128490364919e+00,-1.764453857867920972e+00,-2.273789549744874794e+00,2.829488391624934707e+00,1.441909521853593557e+00,1.123739015857647905e+00,1.007825551225504990e+00,1.035374982723296311e+00,1.094991589398170539e+00,2.083671364277011939e+00,-2.937131360215363252e+00,-2.440493316245647470e+00,8.000000000000000000e+00
3.141592653589793116e+00,-3.122077122057509868e+00,-3.133817940489077802e+00,-2.263622512834829070e+00,-2.097175013093242502e+00,-1.759135102919488380e+00,3.553954286789455241e-01,-1.946144608091995576e-01,-5.832716817618698313e-01,-2.038005438773701883e+00,-2.528711916342322841e+00,-2.762683727534491762e+00,-3.038139873732929708e+00,3.032622987546275795e+00,-9.888244507227683666e-02,5.000000000000000000e+00
1.833127304238172606e+00,2.663351393168488901e+00,-3.130967148980010162e+00,-2.641832204927206718e+00,-2.007363378420992106e+00,-8.847018607847543237e-01,-1.330379040025355120e-01,2.019095445639992048e-01,5.203882407348794370e-01,-1.350266280936536001e+00,-1.428078566446604469e+00,-1.697485293410183615e+00,-2.410488568480728677e+00,-2.908470121782699813e+00,3.079865517110567996e+00,9.000000000000000000e+00
8.065652474514389825e-01,1.320617423953934777e-01,-6.691829778248299665e-02,-4.040537843163774512e-01,-1.155201798218966847e+00,-1.495708197748823576e+00,-1.580377464679847854e+00,-1.633585227560760522e+00,-1.729623455179541303e+00,-2.226650320813372552e+00,2.653258702533387581e+00,2.322866392058415386e+00,5.303242241383395728e-01,5.873840281796972179e-02,2.562029597220114724e-02,7.000000000000000000e+00
1.574590852529585083e+00,6.347454905728154850e-01,1.274111944109222738e-01,-3.808091650983700949e-01,-1.973195499000010900e+00,-2.237518580101717003e+00,-2.203435039206981028e+00,-1.126270380464491350e+00,-8.883083073741743219e-01,-1.368868166897784011e+00,-2.239140868480657964e+00,-2.739829604157338228e+00,3.134312800035949031e+00,2.783088810009455738e+00,1.830899533330566209e+00,3.000000000000000000e+00
1.928050867195945317e+00,3.111697340131710510e-01,-5.668191104177073836e-01,-1.691460094574701145e+00,-2.194910515582974231e+00,-2.311864735322713305e+00,-4.298552014910943520e-01,-3.275863313715525194e-01,-7.293725612421788629e-01,-1.512217379002187556e+00,-2.270547408231506470e+00,-2.652256129284316533e+00,-2.930499320367046856e+00,3.094910750696312718e+00,2.654129769120844973e+00,3.000000000000000000e+00
1.710944441750977596e+00,2.881862038205495136e+00,-2.877460845322809213e+00,-2.182369995700453202e+00,-9.710812880622314847e-01,-9.554604014264653222e-02,4.801873976671168220e-01,-2.183248798008432245e-01,-1.489354999286311099e+00,-1.570796326794896558e+00,-1.786856337387895177e+00,-2.223983658615078518e+00,-2.906366935505043436e+00,2.880950945128142315e+00,2.495939629915722158e+00,9.000000000000000000e+00
